loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
LN000663,5,2024-01,2023-09,5,355,162812,161808.06,4.933,660-699,90-95,30-40,TN,Refinance_Cashout,Investment,Single_Family,ServicerC,Current,0,0,0,0,None,2024-01-15,SystemA,Partial,0.0,0.0,0.0,0.0,Current,0,none
LN000663,6,2024-02,2023-09,6,354,162812,161607.27,4.933,660-699,90-95,30-40,TN,Refinance_Cashout,Investment,Single_Family,ServicerC,Current,0,0,0,0,None,2024-02-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000663,7,2024-03,2023-09,7,353,162812,161406.48,4.933,660-699,90-95,30-40,TN,Refinance_Cashout,Investment,Single_Family,ServicerC,Current,0,0,0,0,None,2024-03-15,SystemB,Partial,0.0,0.0,0.0,0.0,Current,0,none
LN000663,8,2024-04,2023-09,8,352,162812,161205.7,4.933,660-699,90-95,30-40,TN,Refinance_Cashout,Investment,Single_Family,ServicerC,Current,0,0,0,0,None,2024-04-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000664,1,2022-03,2022-03,1,179,188762,188435.68,6.915,<620,80-90,<20,TX,Refinance_Cashout,Primary,Multi_Family,ServicerC,Current,0,0,0,0,None,2022-03-15,SystemB,Complete,1.0,1.0,0.0,1.0,30DPD,0,none
LN000664,2,2022-04,2022-03,2,178,188762,188109.36,6.915,<620,80-90,<20,TX,Refinance_Cashout,Primary,Multi_Family,ServicerC,30DPD,30,0,0,0,None,2022-04-15,SystemB,Complete,0.0,0.0,0.0,1.0,Prepaid,0,none
LN000664,3,2022-05,2022-03,3,177,188762,188109.36,6.915,<620,80-90,<20,TX,Refinance_Cashout,Primary,Multi_Family,ServicerC,Prepaid,0,0,1,0,None,2022-05-15,SystemA,Complete,,,,,,0,none
LN000665,1,2022-10,2022-10,1,239,375574,375049.98,5.581,<620,80-90,>50,OK,Purchase,Primary,Condo,ServicerC,Current,0,0,0,0,None,2022-10-15,SystemB,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000665,2,2022-11,2022-10,2,238,375574,374525.96,5.581,<620,80-90,>50,OK,Purchase,Primary,Condo,ServicerC,Current,0,0,0,0,None,2022-11-15,SystemA,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000665,3,2022-12,2022-10,3,237,375574,374001.94,5.581,<620,80-90,>50,OK,Purchase,Primary,Condo,ServicerC,Current,30,0,0,0,None,2022-12-15,SystemA,Missing,0.0,0.0,0.0,1.0,Current,1,suspicious_transition
LN000665,4,2023-01,2022-10,4,236,375574,373477.92,5.581,<620,80-90,>50,OK,Purchase,Primary,Condo,ServicerC,Current,0,0,0,0,None,2023-01-15,SystemA,Complete,0.0,0.0,0.0,1.0,Prepaid,0,none
LN000665,5,2023-02,2022-10,5,235,375574,373477.92,5.581,<620,80-90,>50,OK,Purchase,Primary,Condo,ServicerC,Prepaid,0,0,1,0,None,2023-02-15,SystemA,Complete,,,,,,0,none
LN000666,1,2023-04,2023-04,1,359,609108,1034417.3382538192,4.995,780+,<60,20-30,MD,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-04-15,SystemA,Complete,0.0,0.0,0.0,1.0,Prepaid,1,data_entry_error
LN000666,2,2023-05,2023-04,2,358,609108,608347.38,4.995,780+,<60,20-30,MD,Purchase,Primary,Single_Family,ServicerE,Prepaid,0,0,1,0,None,2023-05-15,SystemA,Complete,,,,,,0,none
LN000667,1,2023-06,2023-06,1,239,96641,96531.22,4.544,780+,80-90,20-30,UT,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-06-15,SystemA,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000667,2,2023-07,2023-06,2,238,96641,96421.43,4.544,780+,80-90,20-30,UT,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-07-15,SystemB,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000667,3,2023-08,2023-06,3,237,96641,96311.65,4.544,780+,80-90,20-30,UT,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-08-15,SystemB,Partial,0.0,0.0,0.0,1.0,Current,0,none
LN000667,4,2023-09,2023-06,4,236,96641,96201.86,4.544,780+,80-90,20-30,UT,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-09-15,SystemA,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000667,5,2023-10,2023-06,5,235,96641,96092.08,4.544,780+,80-90,20-30,UT,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-10-15,SystemB,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000667,6,2023-11,2023-06,6,234,96641,95982.29,4.544,780+,80-90,20-30,UT,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-11-15,SystemB,Stale,0.0,0.0,0.0,1.0,Current,0,none
LN000667,7,2023-12,2023-06,7,233,96641,95872.51,4.544,780+,80-90,20-30,UT,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-12-15,SystemA,Partial,0.0,0.0,0.0,1.0,Prepaid,0,none
LN000667,8,2024-01,2023-06,8,232,96641,95872.51,4.544,780+,80-90,20-30,UT,Purchase,Primary,Single_Family,ServicerE,Prepaid,0,0,1,0,None,2024-01-15,SystemB,Complete,,,,,,0,none
LN000668,1,2023-12,2023-12,1,239,211210,210909.03,5.7,660-699,70-80,20-30,UT,Refinance_NoCashout,Primary,Condo,ServicerB,Current,0,0,0,0,None,2023-12-15,SystemB,Partial,1.0,1.0,0.0,0.0,Current,0,none
LN000668,2,2024-01,2023-12,2,238,211210,210608.05,5.7,660-699,70-80,20-30,UT,Refinance_NoCashout,Primary,Condo,ServicerB,Current,60,0,0,0,None,2024-01-15,SystemB,Missing,1.0,1.0,0.0,0.0,Current,1,suspicious_transition
LN000668,3,2024-02,2023-12,3,237,211210,210307.08,5.7,660-699,70-80,20-30,UT,Refinance_NoCashout,Primary,Condo,ServicerB,Current,0,0,0,0,None,2024-02-15,SystemA,Complete,1.0,1.0,0.0,0.0,30DPD,0,none
LN000668,4,2024-03,2023-12,4,236,211210,210006.1,5.7,660-699,70-80,20-30,UT,Refinance_NoCashout,Primary,Condo,ServicerB,30DPD,30,0,0,0,None,2024-03-15,SystemA,Complete,1.0,1.0,0.0,0.0,30DPD,0,none
LN000668,5,2024-04,2023-12,5,235,211210,209705.13,5.7,,70-80,20-30,UT,Refinance_NoCashout,Primary,Condo,ServicerB,30DPD,30,0,0,0,None,2024-04-15,SystemB,Complete,1.0,1.0,0.0,0.0,60DPD,0,none
LN000669,1,2022-10,2022-10,1,359,326778,326247.88,6.489,<620,70-80,<20,OR,Refinance_NoCashout,Primary,Condo,ServicerD,Current,0,0,0,0,None,2022-10-15,SystemB,Complete,1.0,1.0,1.0,0.0,Current,0,none
LN000669,2,2022-11,2022-10,2,358,326778,325717.77,6.489,<620,70-80,<20,OR,Refinance_NoCashout,Primary,Condo,ServicerD,Current,0,0,0,0,None,2022-11-15,SystemB,Complete,1.0,1.0,1.0,0.0,30DPD,0,none
LN000669,3,2022-12,2022-10,3,357,326778,325187.65,6.489,<620,70-80,<20,OR,Refinance_NoCashout,Primary,Condo,ServicerD,30DPD,30,0,0,0,None,2022-12-15,SystemB,Complete,1.0,1.0,1.0,0.0,60DPD,0,none
LN000669,4,2023-01,2022-10,4,356,326778,324657.54,6.489,<620,70-80,<20,OR,Refinance_NoCashout,Primary,Condo,ServicerD,60DPD,60,0,0,0,None,2023-01-15,SystemB,Missing,1.0,1.0,1.0,0.0,60DPD,0,none
LN000669,5,2023-02,2022-10,5,355,326778,324127.42,6.489,<620,70-80,,OR,Refinance_NoCashout,Primary,Condo,ServicerD,60DPD,60,0,0,0,None,2023-02-15,SystemA,Complete,1.0,1.0,1.0,0.0,90DPD,0,none
LN000669,6,2023-03,2022-10,6,354,326778,323597.31,6.489,<620,70-80,<20,OR,Refinance_NoCashout,Primary,Condo,ServicerD,90DPD,90,0,0,0,None,2023-03-15,SystemB,Partial,1.0,1.0,1.0,0.0,Default,0,none
LN000669,7,2023-04,2022-10,7,353,326778,323597.31,6.489,<620,70-80,<20,OR,Refinance_NoCashout,Primary,Condo,ServicerD,Default,120,0,0,1,Medium,2023-04-15,SystemB,Complete,,,,,,0,none
LN000670,1,2023-07,2023-07,1,359,95791,95661.92,5.39,660-699,80-90,40-50,OH,Refinance_NoCashout,Primary,Multi_Family,ServicerD,Current,0,0,0,0,None,2023-07-15,SystemA,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000670,2,2023-08,2023-07,2,358,95791,95532.84,5.39,660-699,80-90,40-50,OH,Refinance_NoCashout,Primary,Multi_Family,ServicerD,Current,0,0,0,0,None,2023-08-15,SystemB,Complete,0.0,0.0,0.0,1.0,Prepaid,0,none
LN000670,3,2023-09,2023-07,3,357,95791,95532.84,5.39,660-699,80-90,40-50,OH,Refinance_NoCashout,Primary,Multi_Family,ServicerD,Prepaid,0,0,1,0,None,2023-09-15,SystemB,Complete,,,,,,0,none
LN000671,1,2023-08,2023-08,1,359,636603,635820.61,4.916,740-779,60-70,30-40,OH,Purchase,Primary,Single_Family,ServicerB,Current,60,0,0,0,None,2023-08-15,SystemA,Complete,0.0,0.0,0.0,1.0,Current,1,suspicious_transition
LN000671,2,2023-09,2023-08,2,358,636603,635038.23,4.916,740-779,60-70,30-40,OH,Purchase,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2023-09-15,SystemA,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000671,3,2023-10,2023-08,3,357,636603,,4.916,740-779,60-70,30-40,OH,Purchase,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2023-10-15,SystemA,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000671,4,2023-11,2023-08,4,356,636603,633473.46,4.916,740-779,60-70,30-40,OH,Purchase,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2023-11-15,SystemA,Missing,0.0,0.0,0.0,1.0,Current,0,none
LN000671,5,2023-12,2023-08,5,355,636603,632691.07,4.916,740-779,60-70,30-40,OH,Purchase,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2023-12-15,SystemA,Stale,0.0,0.0,0.0,1.0,Current,0,none
LN000671,6,2024-01,2023-08,6,354,636603,,4.916,740-779,60-70,30-40,OH,Purchase,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2024-01-15,SystemA,Complete,0.0,0.0,0.0,1.0,Prepaid,0,none
LN000671,7,2024-02,2023-08,7,353,636603,880983.9063986987,4.916,740-779,60-70,30-40,OH,Purchase,Primary,Single_Family,ServicerB,Prepaid,0,0,1,0,None,2024-02-15,SystemA,Complete,,,,,,1,data_entry_error
LN000672,1,2023-01,2023-01,1,359,401104,400651.86,4.509,740-779,80-90,20-30,KY,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-01-15,SystemA,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000672,2,2023-02,2023-01,2,358,401104,400199.71,4.509,740-779,80-90,20-30,KY,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-02-15,SystemA,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000672,3,2023-03,2023-01,3,357,401104,399747.57,4.509,740-779,80-90,20-30,KY,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-03-15,SystemA,Complete,0.0,0.0,0.0,1.0,Current,0,none
LN000672,4,2023-04,2023-01,4,356,401104,399295.42,4.509,740-779,80-90,20-30,KY,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-04-15,SystemA,Partial,0.0,0.0,0.0,1.0,Current,0,none
LN000672,5,2023-05,2023-01,5,355,401104,398843.28,4.509,740-779,80-90,20-30,KY,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-05-15,SystemB,Partial,0.0,0.0,0.0,1.0,Current,0,none
LN000672,6,2023-06,2023-01,6,354,401104,398391.13,4.509,740-779,80-90,20-30,KY,Purchase,Primary,Single_Family,ServicerE,Current,0,0,0,0,None,2023-06-15,SystemA,Complete,0.0,0.0,0.0,1.0,Prepaid,0,none
LN000672,7,2023-07,2023-01,7,353,401104,398391.13,4.509,,80-90,20-30,KY,Purchase,Primary,Single_Family,ServicerE,Prepaid,0,0,1,0,None,2023-07-15,SystemA,Complete,,,,,,0,none
LN000673,1,2022-07,2022-07,1,359,98644,98482.17,6.562,<620,70-80,<20,IL,Purchase,Investment,Condo,ServicerB,Current,0,0,0,0,None,2022-07-15,SystemA,Complete,0.0,1.0,0.0,1.0,Current,0,none
LN000673,2,2022-08,2022-07,2,358,98644,98320.35,6.562,<620,70-80,<20,IL,Purchase,Investment,Condo,ServicerB,Current,0,0,0,0,None,2022-08-15,SystemA,Complete,0.0,1.0,0.0,1.0,Current,0,none
LN000673,3,2022-09,2022-07,3,357,98644,98158.52,6.562,,70-80,<20,IL,Purchase,Investment,Condo,ServicerB,Current,0,0,0,0,None,2022-09-15,SystemA,Partial,1.0,1.0,0.0,1.0,Current,0,none
LN000673,4,2022-10,2022-07,4,356,98644,97996.7,6.562,<620,70-80,<20,IL,Purchase,Investment,Condo,ServicerB,Current,0,0,0,0,None,2022-10-15,SystemB,Complete,1.0,1.0,0.0,1.0,Current,0,none
LN000673,5,2022-11,2022-07,5,355,98644,97834.87,6.562,<620,70-80,<20,IL,Purchase,Investment,Condo,ServicerB,Current,0,0,0,0,None,2022-11-15,SystemA,Complete,1.0,1.0,0.0,1.0,60DPD,0,none
LN000673,6,2022-12,2022-07,6,354,98644,97673.05,6.562,<620,70-80,<20,IL,Purchase,Investment,Condo,ServicerB,60DPD,60,0,0,0,None,2022-12-15,SystemA,Complete,1.0,1.0,0.0,1.0,60DPD,0,none
LN000673,7,2023-01,2022-07,7,353,98644,97511.22,6.562,<620,70-80,<20,IL,Purchase,Investment,Condo,ServicerB,60DPD,60,0,0,0,None,2023-01-15,SystemB,Partial,1.0,1.0,0.0,1.0,30DPD,0,none
LN000673,8,2023-02,2022-07,8,352,98644,97349.4,6.562,<620,70-80,<20,IL,Purchase,Investment,Condo,ServicerB,30DPD,30,1,0,0,None,2023-02-15,SystemB,Complete,1.0,1.0,0.0,1.0,30DPD,0,none
LN000673,9,2023-03,2022-07,9,351,98644,97187.57,6.562,<620,70-80,<20,IL,Purchase,Investment,Condo,ServicerB,30DPD,30,0,0,0,None,2023-03-15,SystemA,Complete,0.0,0.0,0.0,1.0,Prepaid,0,none
LN000673,10,2023-04,2022-07,10,350,98644,97187.57,6.562,<620,70-80,<20,IL,Purchase,Investment,Condo,ServicerB,Prepaid,0,0,1,0,None,2023-04-15,SystemB,Complete,,,,,,0,none
LN000674,1,2022-02,2022-02,1,359,72291,72206.94,4.651,740-779,90-95,20-30,TN,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2022-02-15,SystemA,Partial,0.0,0.0,1.0,0.0,Current,0,none
LN000674,2,2022-03,2022-02,2,358,72291,72122.89,4.651,740-779,90-95,20-30,TN,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2022-03-15,SystemB,Partial,0.0,0.0,1.0,0.0,Current,0,none
LN000674,3,2022-04,2022-02,3,357,72291,72038.83,4.651,740-779,90-95,20-30,TN,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2022-04-15,SystemA,Complete,0.0,1.0,1.0,0.0,Current,0,none
LN000674,4,2022-05,2022-02,4,356,72291,71954.77,4.651,740-779,90-95,20-30,TN,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2022-05-15,SystemA,Complete,0.0,1.0,1.0,0.0,Current,0,none
LN000674,5,2022-06,2022-02,5,355,72291,71870.72,4.651,740-779,90-95,20-30,TN,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2022-06-15,SystemA,Complete,0.0,1.0,1.0,0.0,Current,0,none
LN000674,6,2022-07,2022-02,6,354,72291,71786.66,4.651,740-779,90-95,20-30,TN,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2022-07-15,SystemA,Complete,1.0,1.0,1.0,0.0,Current,0,none
LN000674,7,2022-08,2022-02,7,353,72291,71702.61,4.651,740-779,90-95,20-30,TN,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2022-08-15,SystemA,Complete,1.0,1.0,1.0,0.0,Current,0,none
LN000674,8,2022-09,2022-02,8,352,72291,71618.55,4.651,740-779,90-95,20-30,TN,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2022-09-15,SystemA,Stale,1.0,1.0,1.0,0.0,60DPD,0,none
LN000674,9,2022-10,2022-02,9,351,72291,116727.59483320234,4.651,740-779,90-95,20-30,TN,Refinance_Cashout,Primary,Single_Family,ServicerB,60DPD,60,0,0,0,None,2022-10-15,SystemA,Complete,1.0,1.0,1.0,0.0,60DPD,1,data_entry_error
LN000674,10,2022-11,2022-02,10,350,72291,71450.44,4.651,740-779,90-95,20-30,TN,Refinance_Cashout,Primary,Single_Family,ServicerB,60DPD,60,0,0,0,None,2022-11-15,SystemA,Complete,1.0,1.0,1.0,0.0,Default,0,none
LN000674,11,2022-12,2022-02,11,349,72291,71450.44,4.651,740-779,90-95,20-30,TN,Refinance_Cashout,Primary,Single_Family,ServicerB,Default,120,0,0,1,Low,2022-12-15,SystemA,Missing,,,,,,0,none
LN000675,1,2023-11,2023-11,1,359,501534,500754.99,6.213,660-699,>95,20-30,AZ,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2023-11-15,SystemA,Stale,0.0,1.0,1.0,0.0,Current,0,none
LN000675,2,2023-12,2023-11,2,358,501534,499975.98,6.213,660-699,>95,20-30,AZ,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2023-12-15,SystemA,Complete,1.0,1.0,1.0,0.0,Current,0,none
LN000675,3,2024-01,2023-11,3,357,501534,,6.213,660-699,>95,20-30,AZ,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2024-01-15,SystemA,Complete,1.0,1.0,1.0,0.0,Current,0,none
LN000675,4,2024-02,2023-11,4,356,501534,498417.97,6.213,660-699,>95,20-30,AZ,Refinance_Cashout,Primary,Single_Family,ServicerB,Current,0,0,0,0,None,2024-02-15,SystemA,Missing,1.0,1.0,1.0,0.0,60DPD,0,none
LN000675,5,2024-03,2023-11,5,355,501534,497638.96,6.213,660-699,>95,20-30,AZ,Refinance_Cashout,Primary,Single_Family,ServicerB,60DPD,60,0,0,0,None,2024-03-15,SystemB,Complete,1.0,1.0,1.0,0.0,60DPD,0,none
LN000675,6,2024-04,2023-11,6,354,501534,496859.95,6.213,660-699,>95,20-30,AZ,Refinance_Cashout,Primary,Single_Family,ServicerB,60DPD,60,0,0,0,None,2024-04-15,SystemA,Complete,1.0,1.0,1.0,0.0,60DPD,0,none
LN000676,1,2022-01,2022-01,1,359,178039,177797.89,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2020-01-15,SystemA,Stale,0.0,1.0,0.0,0.0,Current,1,stale_record
LN000676,2,2022-02,2022-01,2,358,178039,177556.78,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2022-02-15,SystemB,Complete,0.0,1.0,0.0,0.0,Current,0,none
LN000676,3,2022-03,2022-01,3,357,178039,177315.67,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2022-03-15,SystemA,Missing,0.0,1.0,0.0,0.0,Current,0,none
LN000676,4,2022-04,2022-01,4,356,178039,177074.56,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2022-04-15,SystemA,Complete,1.0,1.0,0.0,0.0,Current,0,none
LN000676,5,2022-05,2022-01,5,355,178039,176833.45,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2022-05-15,SystemA,Complete,1.0,1.0,0.0,0.0,Current,0,none
LN000676,6,2022-06,2022-01,6,354,178039,176592.34,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2022-06-15,SystemA,Missing,1.0,1.0,0.0,0.0,30DPD,0,none
LN000676,7,2022-07,2022-01,7,353,178039,176351.23,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,30DPD,30,0,0,0,None,2022-07-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000676,8,2022-08,2022-01,8,352,178039,176110.13,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2022-08-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000676,9,2022-09,2022-01,9,351,178039,175869.02,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2022-09-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000676,10,2022-10,2022-01,10,350,178039,175627.91,5.417,740-779,,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2022-10-15,SystemB,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000676,11,2022-11,2022-01,11,349,178039,175386.8,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2022-11-15,SystemA,Partial,0.0,0.0,0.0,0.0,Current,0,none
LN000676,12,2022-12,2022-01,12,348,178039,175145.69,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2022-12-15,SystemA,Partial,0.0,0.0,0.0,0.0,Current,0,none
LN000676,13,2023-01,2022-01,13,347,178039,174904.58,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2023-01-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000676,14,2023-02,2022-01,14,346,178039,174663.47,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2023-02-15,SystemB,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000676,15,2023-03,2022-01,15,345,178039,174422.36,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2023-03-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000676,16,2023-04,2022-01,16,344,178039,174181.25,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2023-04-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000676,17,2023-05,2022-01,17,343,178039,173940.14,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2023-05-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000676,18,2023-06,2022-01,18,342,178039,173699.03,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2023-06-15,SystemB,Stale,0.0,0.0,0.0,0.0,Current,0,none
LN000676,19,2023-07,2022-01,19,341,178039,173457.92,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2023-07-15,SystemB,Partial,0.0,0.0,0.0,0.0,Current,0,none
LN000676,20,2023-08,2022-01,20,340,178039,173216.81,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2023-08-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000676,21,2023-09,2022-01,21,339,178039,,5.417,740-779,60-70,20-30,MI,Purchase,Primary,Townhouse,ServicerC,Current,0,0,0,0,None,2023-09-15,SystemB,Missing,,,,,,0,none
LN000677,1,2022-03,2022-03,1,359,110822,110674.39,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2022-03-15,SystemB,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000677,2,2022-04,2022-03,2,358,110822,110526.77,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2022-04-15,SystemB,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000677,3,2022-05,2022-03,3,357,110822,110379.16,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2022-05-15,SystemA,Stale,0.0,0.0,0.0,0.0,Current,0,none
LN000677,4,2022-06,2022-03,4,356,110822,110231.54,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2022-06-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000677,5,2022-07,2022-03,5,355,110822,110083.93,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2022-07-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000677,6,2022-08,2022-03,6,354,110822,109936.31,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2022-08-15,SystemA,Missing,0.0,0.0,0.0,0.0,Current,0,none
LN000677,7,2022-09,2022-03,7,353,110822,109788.7,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2022-09-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000677,8,2022-10,2022-03,8,352,110822,109641.08,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2022-10-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000677,9,2022-11,2022-03,9,351,110822,109493.47,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2022-11-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000677,10,2022-12,2022-03,10,350,110822,109345.85,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2022-12-15,SystemB,Partial,0.0,0.0,0.0,0.0,Current,0,none
LN000677,11,2023-01,2022-03,11,349,110822,109198.24,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2023-01-15,SystemA,Partial,0.0,0.0,0.0,0.0,Current,0,none
LN000677,12,2023-02,2022-03,12,348,110822,109050.62,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2023-02-15,SystemB,Complete,0.0,0.0,0.0,0.0,Current,0,none
LN000677,13,2023-03,2022-03,13,347,110822,108903.01,5.328,740-779,70-80,40-50,OH,Refinance_Cashout,Investment,Condo,ServicerC,Current,0,0,0,0,None,2023-03-15,SystemA,Complete,0.0,0.0,0.0,0.0,Current,0,none
