loan_id,month_index,current_balance,current_status,days_past_due,servicer_name,source_system,update_timestamp,is_conflict
LN001496,7,391781.77,Current,0,ServicerB,SystemB,2024-06-15,0
LN002013,17,106933.64,Prepaid,0,ServicerA,SystemB,2024-06-15,0
LN000679,1,201974.48,Current,0,ServicerC,SystemB,2024-06-15,0
LN000508,1,552012.69,Current,0,ServicerE,SystemB,2024-06-15,0
LN002406,6,254026.07,Current,0,ServicerA,SystemB,2024-06-15,0
LN000275,5,359128.51,30DPD,0,ServicerB,SystemB,2024-06-15,1
LN002911,7,329487.13,30DPD,30,ServicerE,SystemB,2024-06-15,0
LN000970,12,,Current,0,ServicerC,SystemB,2024-06-15,0
LN000295,5,370544.26,90DPD,90,ServicerD,SystemB,2024-06-15,0
LN000712,31,158369.53,Current,0,ServicerC,SystemB,2024-06-15,0
LN000473,3,167647.46,Current,0,ServicerA,SystemB,2024-06-15,0
LN000538,21,447458.29,Current,0,ServicerD,SystemB,2024-06-15,0
LN001827,1,555085.72,Current,0,ServicerB,SystemB,2024-06-15,0
LN000035,16,114282.77,Current,0,ServicerB,SystemB,2024-06-15,0
LN000843,8,163161.91,Current,0,ServicerB,SystemB,2024-06-15,0
LN000958,19,293941.25,Default,120,ServicerC,SystemB,2024-06-15,0
LN000962,20,84581.92,Current,0,ServicerC,SystemB,2024-06-15,0
LN000002,6,257697.25,Current,0,ServicerE,SystemB,2024-06-15,0
LN001515,4,246068.04,30DPD,0,ServicerA,SystemB,2024-06-15,1
LN000325,17,164251.84,Current,0,ServicerE,SystemB,2024-06-15,0
LN001121,5,102302.77,Current,0,ServicerA,SystemB,2024-06-15,0
LN002617,1,154972.56,Current,0,ServicerE,SystemB,2024-06-15,0
LN001206,12,126956.57,Current,0,ServicerE,SystemB,2024-06-15,0
LN001773,8,203776.7648301351,Current,0,ServicerA,SystemB,2024-06-15,1
LN001218,10,139404.98,Current,0,ServicerA,SystemB,2024-06-15,0
LN001309,13,160367.60373931588,Current,0,ServicerA,SystemB,2024-06-15,1
LN002154,10,252101.14,Current,0,ServicerA,SystemB,2024-06-15,0
LN000560,17,226580.58,Current,0,ServicerD,SystemB,2024-06-15,0
LN002988,18,180661.05,Current,0,ServicerA,SystemB,2024-06-15,0
LN000706,10,94338.19,Current,30,ServicerE,SystemB,2024-06-15,1
LN000434,9,305927.86,Current,0,ServicerE,SystemB,2024-06-15,0
LN000525,6,114551.56,30DPD,30,ServicerC,SystemB,2024-06-15,0
LN001689,20,244855.31,30DPD,30,ServicerB,SystemB,2024-06-15,0
LN001842,4,559966.89,Current,90,ServicerE,SystemB,2024-06-15,1
LN002822,16,336960.23,Current,0,ServicerB,SystemB,2024-06-15,0
LN000965,8,162691.95,Current,0,ServicerB,SystemB,2024-06-15,0
LN001400,11,209027.27,Current,0,ServicerE,SystemB,2024-06-15,0
LN000517,2,545711.21,Prepaid,0,ServicerA,SystemB,2024-06-15,0
LN002251,11,328781.84,Current,0,ServicerE,SystemB,2024-06-15,0
LN002756,7,325550.08,Current,0,ServicerE,SystemB,2024-06-15,0
LN001297,12,174181.87,Current,0,ServicerA,SystemB,2024-06-15,1
LN002236,11,359297.58,30DPD,30,ServicerB,SystemB,2024-06-15,0
LN002139,3,351255.16,30DPD,30,ServicerE,SystemB,2024-06-15,0
LN002229,2,198594.79,Current,0,ServicerB,SystemB,2024-06-15,0
LN000077,11,253209.51,90DPD,90,ServicerD,SystemB,2024-06-15,0
LN002366,24,235466.59,Current,0,ServicerC,SystemB,2024-06-15,0
LN002567,18,,30DPD,30,ServicerD,SystemB,2024-06-15,0
LN002197,7,502435.22,Current,0,ServicerE,SystemB,2024-06-15,0
LN002916,23,280490.07,60DPD,0,ServicerA,SystemB,2024-06-15,1
LN000389,8,235301.97,Current,0,ServicerA,SystemB,2024-06-15,0
LN000012,1,,Current,0,ServicerB,SystemB,2024-06-15,0
LN002517,1,202471.34,Current,0,ServicerC,SystemB,2024-06-15,0
LN001431,7,455802.82,Current,0,ServicerE,SystemB,2024-06-15,0
LN002504,6,129220.63,Current,0,ServicerE,SystemB,2024-06-15,0
LN002539,9,434930.52,Current,0,ServicerC,SystemB,2024-06-15,0
LN001172,1,400973.66,Current,0,ServicerB,SystemB,2024-06-15,0
LN000474,6,255926.98,Current,0,ServicerD,SystemB,2024-06-15,0
LN001690,19,162222.37,Current,0,ServicerE,SystemB,2024-06-15,0
LN001275,19,198902.29,Current,0,ServicerA,SystemB,2024-06-15,0
LN002485,2,255838.75,Current,0,ServicerD,SystemB,2024-06-15,0
LN002723,2,570177.02,Current,0,ServicerD,SystemB,2024-06-15,0
LN001321,26,253116.66,Prepaid,0,ServicerC,SystemB,2024-06-15,0
LN000057,11,129287.56,Current,30,ServicerD,SystemB,2024-06-15,1
LN001145,12,192744.9,Current,0,ServicerB,SystemB,2024-06-15,0
LN001557,19,332588.03,90DPD,90,ServicerA,SystemB,2024-06-15,0
LN001076,14,161965.12,Current,0,ServicerE,SystemB,2024-06-15,1
LN002335,12,132212.55,Prepaid,0,ServicerC,SystemB,2024-06-15,0
LN002030,20,332984.98,Current,0,ServicerD,SystemB,2024-06-15,0
LN001863,11,126691.07,Current,0,ServicerD,SystemB,2024-06-15,0
LN001477,9,75473.62,Current,0,ServicerA,SystemB,2024-06-15,0
LN002830,4,335694.78,Current,0,ServicerE,SystemB,2024-06-15,0
LN002639,2,108573.24,Current,0,ServicerE,SystemB,2024-06-15,0
LN001843,6,174826.4,Current,0,ServicerA,SystemB,2024-06-15,0
LN000765,23,197924.32,Current,0,ServicerB,SystemB,2024-06-15,0
LN000840,1,165173.49,Current,0,ServicerD,SystemB,2024-06-15,1
LN000998,8,213192.17,Prepaid,0,ServicerB,SystemB,2024-06-15,0
LN001335,6,366580.77,Current,0,ServicerC,SystemB,2024-06-15,0
LN000010,12,297877.32,Current,0,ServicerC,SystemB,2024-06-15,0
LN002877,5,158837.38,Current,30,ServicerE,SystemB,2024-06-15,1
LN002497,19,122854.91,Current,0,ServicerB,SystemB,2024-06-15,0
LN000273,30,282884.52,Current,0,ServicerB,SystemB,2024-06-15,0
LN001863,7,127374.68,Current,0,ServicerD,SystemB,2024-06-15,0
LN000587,1,137617.43,Current,0,ServicerA,SystemB,2024-06-15,0
LN000119,3,261715.17,30DPD,30,ServicerE,SystemB,2024-06-15,0
LN000715,11,363467.13,Current,0,ServicerA,SystemB,2024-06-15,0
LN001347,6,111147.63,Current,0,ServicerA,SystemB,2024-06-15,0
LN000470,1,72516.32,Current,0,ServicerD,SystemB,2024-06-15,0
LN001936,19,682301.78,Current,0,ServicerE,SystemB,2024-06-15,0
LN001930,16,162727.19,Current,0,ServicerA,SystemB,2024-06-15,0
LN001724,21,271907.36,Current,0,ServicerA,SystemB,2024-06-15,0
LN000464,7,281419.23,30DPD,30,ServicerD,SystemB,2024-06-15,0
LN001308,11,209717.47,Default,120,ServicerB,SystemB,2024-06-15,0
LN002497,9,124164.43,Current,0,ServicerB,SystemB,2024-06-15,0
LN002056,6,401186.98,Current,0,ServicerE,SystemB,2024-06-15,0
LN000508,22,539427.23,Current,0,ServicerE,SystemB,2024-06-15,0
LN002768,17,50364.20308807035,30DPD,30,ServicerE,SystemB,2024-06-15,1
LN002161,1,322155.0,Current,0,ServicerC,SystemB,2024-06-15,0
LN000106,4,216344.21,30DPD,30,ServicerA,SystemB,2024-06-15,0
LN001359,23,170509.53,Prepaid,0,ServicerA,SystemB,2024-06-15,0
LN001960,2,400585.86126686353,Current,0,ServicerA,SystemB,2024-06-15,0
LN001590,3,,Current,0,ServicerA,SystemB,2024-06-15,1
LN000626,8,187937.53,Prepaid,0,ServicerD,SystemB,2024-06-15,0
LN001347,4,111423.09,Current,0,ServicerA,SystemB,2024-06-15,0
LN002028,3,264953.54,30DPD,90,ServicerE,SystemB,2024-06-15,1
LN001860,2,78332.25,Current,0,ServicerA,SystemB,2024-06-15,0
LN001956,10,153686.81,30DPD,30,ServicerB,SystemB,2024-06-15,0
LN002319,6,143856.0,Current,0,ServicerA,SystemB,2024-06-15,0
LN000654,13,273785.39,30DPD,30,ServicerD,SystemB,2024-06-15,0
LN000220,19,,Current,0,ServicerC,SystemB,2024-06-15,0
LN001773,6,241379.55391676814,Current,0,ServicerA,SystemB,2024-06-15,1
LN001931,3,416754.13,Current,0,ServicerD,SystemB,2024-06-15,0
LN000050,7,275036.64,Current,0,ServicerE,SystemB,2024-06-15,0
LN001988,17,551549.33,Current,0,ServicerA,SystemB,2024-06-15,0
LN002292,9,304551.74,Current,0,ServicerB,SystemB,2024-06-15,0
LN000578,7,95423.83,Current,0,ServicerB,SystemB,2024-06-15,0
LN001839,25,344786.9,60DPD,60,ServicerC,SystemB,2024-06-15,0
LN001132,2,556710.87,Current,0,ServicerB,SystemB,2024-06-15,0
LN001728,18,99268.68,Current,0,ServicerC,SystemB,2024-06-15,0
LN002070,20,174277.1,30DPD,0,ServicerD,SystemB,2024-06-15,1
LN001643,2,202736.53,Current,0,ServicerB,SystemB,2024-06-15,0
LN000555,29,192992.27,Current,0,ServicerD,SystemB,2024-06-15,0
LN000324,5,108471.36764408783,Current,0,ServicerB,SystemB,2024-06-15,1
LN002714,18,118773.2,30DPD,30,ServicerC,SystemB,2024-06-15,0
LN000037,1,89127.31,Current,0,ServicerC,SystemB,2024-06-15,0
LN001332,5,154404.98,Current,30,ServicerC,SystemB,2024-06-15,0
LN001019,7,171576.64,Current,0,ServicerD,SystemB,2024-06-15,0
LN001156,25,82031.33799291079,Current,0,ServicerC,SystemB,2024-06-15,1
LN000011,6,,Current,0,ServicerD,SystemB,2024-06-15,0
LN002601,17,156321.3,60DPD,0,ServicerC,SystemB,2024-06-15,1
LN002292,8,305019.43,Current,0,ServicerB,SystemB,2024-06-15,1
LN000359,9,125777.35,Current,0,ServicerD,SystemB,2024-06-15,0
LN001706,11,207706.13,Current,0,ServicerD,SystemB,2024-06-15,0
LN001180,5,290437.68,Current,0,ServicerC,SystemB,2024-06-15,0
LN000633,19,109637.43,Current,0,ServicerB,SystemB,2024-06-15,0
LN001768,4,229796.7238445412,30DPD,30,ServicerC,SystemB,2024-06-15,1
LN001135,3,347352.71,Current,0,ServicerA,SystemB,2024-06-15,0
LN002517,3,201964.02,Current,0,ServicerC,SystemB,2024-06-15,0
LN002327,4,234991.16,Current,0,ServicerD,SystemB,2024-06-15,0
LN001406,1,312094.29,Current,0,ServicerA,SystemB,2024-06-15,0
LN001877,7,318449.58998210914,Current,30,ServicerD,SystemB,2024-06-15,1
LN000174,3,183938.15,30DPD,0,ServicerA,SystemB,2024-06-15,1
LN001974,3,304879.91,Current,0,ServicerD,SystemB,2024-06-15,0
LN002777,4,273090.90910496615,Current,0,ServicerB,SystemB,2024-06-15,1
LN000253,19,,60DPD,90,ServicerB,SystemB,2024-06-15,1
LN000040,4,340451.24,90DPD,90,ServicerA,SystemB,2024-06-15,0
LN001983,18,200789.78,Current,0,ServicerE,SystemB,2024-06-15,0
LN000880,1,337236.06,90DPD,0,ServicerE,SystemB,2024-06-15,1
LN000564,11,171197.13,Current,0,ServicerB,SystemB,2024-06-15,0
LN001806,2,319621.51,Current,0,ServicerD,SystemB,2024-06-15,0
LN001226,5,266242.12,Current,0,ServicerA,SystemB,2024-06-15,0
LN000413,5,322118.32,Current,0,ServicerC,SystemB,2024-06-15,0
LN000672,4,399295.42,Current,90,ServicerE,SystemB,2024-06-15,1
LN001193,5,209520.2,60DPD,60,ServicerB,SystemB,2024-06-15,1
LN000386,4,291055.94,30DPD,30,ServicerC,SystemB,2024-06-15,0
LN000745,15,176119.94,60DPD,60,ServicerA,SystemB,2024-06-15,0
LN001157,16,223413.78,Current,0,ServicerD,SystemB,2024-06-15,0
LN002287,3,221109.8,Current,0,ServicerB,SystemB,2024-06-15,0
LN000890,10,356164.22,Current,0,ServicerB,SystemB,2024-06-15,0
LN000106,6,215741.82,60DPD,60,ServicerA,SystemB,2024-06-15,0
LN002958,9,240222.26,Current,0,ServicerB,SystemB,2024-06-15,0
LN001107,11,84401.94,Current,0,ServicerC,SystemB,2024-06-15,0
LN002915,19,292895.61917144497,Prepaid,0,ServicerB,SystemB,2024-06-15,1
LN000207,3,,Current,0,ServicerE,SystemB,2024-06-15,1
LN001839,29,342825.28,Current,0,ServicerC,SystemB,2024-06-15,0
LN001084,1,136581.71,Current,0,ServicerA,SystemB,2024-06-15,0
LN001262,13,207591.35,Prepaid,0,ServicerD,SystemB,2024-06-15,0
LN000573,2,203512.7,Current,0,ServicerC,SystemB,2024-06-15,0
LN000891,5,144730.18,Current,0,ServicerC,SystemB,2024-06-15,0
LN001081,15,455944.9,Prepaid,0,ServicerC,SystemB,2024-06-15,0
LN001306,15,197194.3,Current,0,ServicerB,SystemB,2024-06-15,0
LN000050,13,272786.32,Current,0,ServicerE,SystemB,2024-06-15,0
LN002557,13,236511.06,Current,0,ServicerB,SystemB,2024-06-15,0
LN000789,4,304106.77,Current,0,ServicerC,SystemB,2024-06-15,0
LN000709,8,149465.43,Prepaid,0,ServicerB,SystemB,2024-06-15,0
LN001079,19,165744.4,Current,0,ServicerB,SystemB,2024-06-15,0
LN000602,4,211855.92,Current,0,ServicerE,SystemB,2024-06-15,0
LN002524,7,358246.14,Current,0,ServicerE,SystemB,2024-06-15,0
LN000554,10,238584.53,Current,0,ServicerE,SystemB,2024-06-15,0
LN001647,5,,Current,0,ServicerD,SystemB,2024-06-15,0
LN001660,13,301477.59,Current,0,ServicerC,SystemB,2024-06-15,0
LN002798,7,200182.68,Current,0,ServicerA,SystemB,2024-06-15,0
LN000359,20,123927.34,90DPD,60,ServicerD,SystemB,2024-06-15,1
LN002907,8,244587.98,Current,0,ServicerE,SystemB,2024-06-15,0
LN002751,12,131540.73,Current,0,ServicerB,SystemB,2024-06-15,0
LN002620,2,108260.9,Current,0,ServicerE,SystemB,2024-06-15,0
LN000731,1,468784.11,Current,0,ServicerD,SystemB,2024-06-15,0
LN000943,2,249759.23,Prepaid,0,ServicerA,SystemB,2024-06-15,0
LN002207,8,177392.02,Current,0,ServicerA,SystemB,2024-06-15,0
LN001983,14,201882.5,Current,0,ServicerE,SystemB,2024-06-15,0
LN002255,9,188090.47,Current,0,ServicerC,SystemB,2024-06-15,0
LN002237,12,110728.53,Current,0,ServicerD,SystemB,2024-06-15,0
LN001595,20,155237.38,60DPD,60,ServicerA,SystemB,2024-06-15,0
LN001847,27,89128.71,Current,0,ServicerE,SystemB,2024-06-15,0
LN002291,2,232750.9,Current,0,ServicerB,SystemB,2024-06-15,0
LN000170,2,615943.54,Current,0,ServicerD,SystemB,2024-06-15,0
LN000958,8,297511.11,Current,90,ServicerC,SystemB,2024-06-15,1
LN001121,20,100487.09,Current,0,ServicerA,SystemB,2024-06-15,0
LN002437,8,199705.57,Current,0,ServicerB,SystemB,2024-06-15,0
LN000615,4,405906.51,Current,0,ServicerA,SystemB,2024-06-15,0
LN001802,5,214545.14,Current,0,ServicerC,SystemB,2024-06-15,0
LN000336,8,552197.37,Prepaid,0,ServicerD,SystemB,2024-06-15,0
LN001361,1,290950.81,Current,0,ServicerD,SystemB,2024-06-15,0
LN000432,2,101261.07,Current,0,ServicerE,SystemB,2024-06-15,0
LN000747,8,355116.92,Current,0,ServicerD,SystemB,2024-06-15,0
LN002418,4,198143.92,90DPD,90,ServicerA,SystemB,2024-06-15,0
LN001478,20,655633.86,Current,0,ServicerD,SystemB,2024-06-15,0
LN000163,12,269920.03,Current,0,ServicerE,SystemB,2024-06-15,0
LN002348,9,169276.66,30DPD,30,ServicerA,SystemB,2024-06-15,0
LN001602,1,88407.24,Current,0,ServicerC,SystemB,2024-06-15,0
LN002127,6,186482.35,Current,0,ServicerD,SystemB,2024-06-15,0
LN002874,20,259727.46715981534,30DPD,30,ServicerA,SystemB,2024-06-15,0
LN001049,7,134176.1491875403,Current,0,ServicerB,SystemB,2024-06-15,1
LN000558,2,128100.86,Current,0,ServicerD,SystemB,2024-06-15,0
LN001023,19,117790.21,Current,60,ServicerA,SystemB,2024-06-15,1
LN001679,4,138645.28963923373,30DPD,30,ServicerE,SystemB,2024-06-15,1
LN000758,26,232966.75,Current,0,ServicerB,SystemB,2024-06-15,0
LN001452,5,124333.33,Prepaid,0,ServicerE,SystemB,2024-06-15,0
LN000694,7,157775.84,Current,0,ServicerC,SystemB,2024-06-15,0
LN002535,11,67823.32,Current,0,ServicerD,SystemB,2024-06-15,0
LN001528,2,208919.18,Current,0,ServicerA,SystemB,2024-06-15,0
LN000603,10,143948.69,Current,0,ServicerD,SystemB,2024-06-15,0
LN002775,13,104776.5,Current,0,ServicerE,SystemB,2024-06-15,0
LN000530,14,179892.69,Current,0,ServicerA,SystemB,2024-06-15,0
LN002116,2,56928.37,Current,0,ServicerA,SystemB,2024-06-15,0
LN002010,6,148037.69,Current,0,ServicerB,SystemB,2024-06-15,0
LN002951,14,169011.99,Prepaid,0,ServicerC,SystemB,2024-06-15,0
LN001404,1,196424.89126992555,Current,0,ServicerC,SystemB,2024-06-15,1
LN001875,28,115823.19,Current,0,ServicerB,SystemB,2024-06-15,0
LN001875,19,117445.7,30DPD,30,ServicerB,SystemB,2024-06-15,0
LN000294,3,188459.13,Current,0,ServicerC,SystemB,2024-06-15,0
LN002288,3,189476.15,Current,0,ServicerD,SystemB,2024-06-15,0
LN002558,4,300237.77,Current,0,ServicerC,SystemB,2024-06-15,0
LN001783,25,131395.39,Current,0,ServicerC,SystemB,2024-06-15,0
LN000002,17,254847.66,Default,120,ServicerE,SystemB,2024-06-15,0
LN000425,3,102183.92,Current,30,ServicerE,SystemB,2024-06-15,1
LN001974,12,301339.64,Current,0,ServicerD,SystemB,2024-06-15,0
LN001367,6,557791.53,Current,0,ServicerC,SystemB,2024-06-15,0
LN000590,27,535710.29,Current,0,ServicerE,SystemB,2024-06-15,0
LN000629,10,82366.97,60DPD,60,ServicerB,SystemB,2024-06-15,0
LN001268,15,-175613.94,Current,0,ServicerC,SystemB,2024-06-15,0
LN000801,6,181703.68,60DPD,0,ServicerA,SystemB,2024-06-15,1
LN000561,7,477664.97,30DPD,30,ServicerB,SystemB,2024-06-15,0
LN000668,19,205491.49,Current,0,ServicerB,SystemB,2024-06-15,0
LN001047,6,298787.0730747788,Current,0,ServicerB,SystemB,2024-06-15,1
LN001633,6,330218.56,Current,0,ServicerB,SystemB,2024-06-15,0
LN000486,12,219625.06,Current,0,ServicerC,SystemB,2024-06-15,0
LN001513,9,414752.45242528676,Current,0,ServicerD,SystemB,2024-06-15,1
LN001749,1,235340.43,Current,0,ServicerD,SystemB,2024-06-15,0
LN002773,8,207426.04,60DPD,30,ServicerD,SystemB,2024-06-15,1
LN001175,5,198547.35,Current,0,ServicerB,SystemB,2024-06-15,0
LN000051,30,398454.17,Prepaid,0,ServicerD,SystemB,2024-06-15,0
LN001617,10,89254.03,Current,0,ServicerB,SystemB,2024-06-15,0
LN002604,3,201669.8454156539,Current,0,ServicerD,SystemB,2024-06-15,1
LN002656,6,286610.45,60DPD,0,ServicerB,SystemB,2024-06-15,1
LN001380,5,234754.99,Current,0,ServicerC,SystemB,2024-06-15,0
LN002849,9,359324.58,Current,0,ServicerA,SystemB,2024-06-15,0
LN001507,11,97797.15,Current,0,ServicerC,SystemB,2024-06-15,0
LN001283,8,302552.63,Current,0,ServicerE,SystemB,2024-06-15,0
LN002890,12,267017.6,Current,0,ServicerA,SystemB,2024-06-15,0
LN002969,16,303894.6,Current,0,ServicerA,SystemB,2024-06-15,0
LN001669,20,94515.57,Current,0,ServicerC,SystemB,2024-06-15,0
LN002748,6,150854.22,30DPD,30,ServicerE,SystemB,2024-06-15,0
LN001056,9,124044.71,Current,0,ServicerC,SystemB,2024-06-15,0
LN000216,1,438092.14,Current,0,ServicerD,SystemB,2024-06-15,0
LN002285,6,417678.09,Prepaid,0,ServicerB,SystemB,2024-06-15,0
LN002809,13,132862.87,Current,0,ServicerA,SystemB,2024-06-15,0
LN000775,10,189553.4,Current,0,ServicerC,SystemB,2024-06-15,0
LN002528,9,247150.14,Current,0,ServicerE,SystemB,2024-06-15,0
LN001959,1,450868.7737944744,Current,0,ServicerA,SystemB,2024-06-15,1
LN000791,3,271876.64,Current,0,ServicerE,SystemB,2024-06-15,0
LN001918,16,594305.08,60DPD,0,ServicerD,SystemB,2024-06-15,1
LN002127,18,183135.06,Current,0,ServicerD,SystemB,2024-06-15,0
LN001079,7,168725.83,Current,0,ServicerB,SystemB,2024-06-15,0
LN000121,6,79885.91,Current,0,ServicerB,SystemB,2024-06-15,0
LN002115,4,314491.3,30DPD,0,ServicerE,SystemB,2024-06-15,1
LN000448,5,,Current,0,ServicerA,SystemB,2024-06-15,1
LN002732,3,200882.9730526065,Current,0,ServicerD,SystemB,2024-06-15,1
LN000864,22,71026.85,Current,0,ServicerD,SystemB,2024-06-15,0
LN001024,8,167005.87,Current,0,ServicerD,SystemB,2024-06-15,0
LN000084,3,117896.60350250312,Current,0,ServicerA,SystemB,2024-06-15,1
LN002561,5,179465.87,Current,0,ServicerC,SystemB,2024-06-15,0
LN001463,2,235677.66629307324,Current,0,ServicerB,SystemB,2024-06-15,1
LN002921,4,250415.19,Prepaid,0,ServicerA,SystemB,2024-06-15,0
LN001843,5,,Current,0,ServicerA,SystemB,2024-06-15,0
LN002848,7,61378.61,60DPD,0,ServicerE,SystemB,2024-06-15,1
LN002012,4,354570.23,30DPD,0,ServicerE,SystemB,2024-06-15,1
LN001736,5,319972.95,Current,0,ServicerE,SystemB,2024-06-15,1
LN001286,14,149132.08,Current,0,ServicerB,SystemB,2024-06-15,0
LN000255,1,199034.82,Current,0,ServicerE,SystemB,2024-06-15,0
LN001662,4,188985.3,Current,0,ServicerA,SystemB,2024-06-15,0
LN001322,18,160272.5,Current,90,ServicerD,SystemB,2024-06-15,0
LN001533,4,255772.55,Current,0,ServicerA,SystemB,2024-06-15,0
LN000705,4,160334.37,Current,0,ServicerA,SystemB,2024-06-15,0
LN001650,5,133265.81,Current,0,ServicerC,SystemB,2024-06-15,0
LN000534,7,135755.5,Current,0,ServicerA,SystemB,2024-06-15,0
LN000821,4,151551.2,Current,0,ServicerD,SystemB,2024-06-15,0
LN001809,18,386077.19,Current,0,ServicerE,SystemB,2024-06-15,0
LN002290,3,185713.56,Current,0,ServicerB,SystemB,2024-06-15,1
LN001564,2,202470.25607917868,30DPD,30,ServicerE,SystemB,2024-06-15,0
LN001338,8,68713.83,30DPD,30,ServicerC,SystemB,2024-06-15,0
LN001876,21,232938.84,Current,0,ServicerA,SystemB,2024-06-15,0
LN001930,15,162935.43,Current,30,ServicerA,SystemB,2024-06-15,1
LN002145,11,162793.9,Current,0,ServicerE,SystemB,2024-06-15,0
LN001579,8,174538.1,Current,0,ServicerC,SystemB,2024-06-15,0
LN000922,9,170374.86,Current,0,ServicerB,SystemB,2024-06-15,1
LN000750,15,113560.79,Current,0,ServicerE,SystemB,2024-06-15,0
LN002798,12,198870.31,Current,0,ServicerA,SystemB,2024-06-15,0
LN002446,10,787650.2,Prepaid,0,ServicerA,SystemB,2024-06-15,0
LN002253,6,98181.68950091115,Current,0,ServicerA,SystemB,2024-06-15,1
LN002696,1,377815.14,Current,0,ServicerE,SystemB,2024-06-15,0
LN000273,34,281457.38,Current,0,ServicerB,SystemB,2024-06-15,0
LN002332,6,253433.66,Current,0,ServicerE,SystemB,2024-06-15,0
LN001506,6,304895.48,Current,0,ServicerE,SystemB,2024-06-15,0
LN000840,22,161088.69,Current,0,ServicerD,SystemB,2024-06-15,0
LN001651,3,329638.89,Current,0,ServicerD,SystemB,2024-06-15,0
LN001382,2,377904.13,Current,0,ServicerB,SystemB,2024-06-15,0
LN000198,4,207993.29,Current,0,ServicerC,SystemB,2024-06-15,0
LN001852,4,105241.82,60DPD,60,ServicerB,SystemB,2024-06-15,0
LN000837,5,179780.37,Current,0,ServicerA,SystemB,2024-06-15,0
LN000240,19,124582.65,Prepaid,0,ServicerE,SystemB,2024-06-15,0
LN001567,1,132689.45,Current,0,ServicerC,SystemB,2024-06-15,0
LN002890,4,269718.53,Current,0,ServicerA,SystemB,2024-06-15,1
LN001358,21,223236.04,Current,0,ServicerB,SystemB,2024-06-15,0
LN000586,1,576826.7,Current,0,ServicerA,SystemB,2024-06-15,0
LN002998,6,247342.7,Current,0,ServicerE,SystemB,2024-06-15,0
LN001564,12,122640.71,Default,120,ServicerE,SystemB,2024-06-15,0
LN002074,6,89930.45,Current,0,ServicerE,SystemB,2024-06-15,0
LN001531,6,367231.57,Current,0,ServicerB,SystemB,2024-06-15,0
LN000827,1,159226.75,Current,90,ServicerB,SystemB,2024-06-15,0
LN000061,16,385396.39,90DPD,0,ServicerB,SystemB,2024-06-15,1
LN002475,7,519057.85,Current,0,ServicerB,SystemB,2024-06-15,0
LN002813,6,231116.54,60DPD,60,ServicerD,SystemB,2024-06-15,0
LN000789,8,302610.54,Current,0,ServicerC,SystemB,2024-06-15,0
LN001392,11,392474.99,Current,0,ServicerE,SystemB,2024-06-15,0
LN002620,1,108431.95,Current,0,ServicerE,SystemB,2024-06-15,0
LN001306,8,198801.36,Current,30,ServicerB,SystemB,2024-06-15,1
LN000253,15,143326.53,Current,0,ServicerB,SystemB,2024-06-15,0
LN001552,6,187845.99,Current,0,ServicerC,SystemB,2024-06-15,0
LN002246,1,127921.84,Current,0,ServicerD,SystemB,2024-06-15,0
LN001938,7,73081.52,Current,0,ServicerD,SystemB,2024-06-15,0
LN002671,4,556500.21,Current,0,ServicerC,SystemB,2024-06-15,0
LN002475,13,513824.86,60DPD,60,ServicerB,SystemB,2024-06-15,0
LN001600,4,175178.87,60DPD,60,ServicerA,SystemB,2024-06-15,0
LN000965,21,160420.13,Current,0,ServicerB,SystemB,2024-06-15,0
LN000882,3,150524.25,Current,0,ServicerD,SystemB,2024-06-15,0
LN001423,2,256357.5,Current,0,ServicerE,SystemB,2024-06-15,0
LN000256,2,122293.06,Prepaid,0,ServicerB,SystemB,2024-06-15,0
LN002698,4,127285.47,Current,0,ServicerD,SystemB,2024-06-15,0
LN002818,5,169702.8,Current,0,ServicerE,SystemB,2024-06-15,0
LN001494,13,207032.14,Current,0,ServicerC,SystemB,2024-06-15,0
LN002496,12,163627.59,Current,0,ServicerC,SystemB,2024-06-15,0
LN002658,8,708239.11,30DPD,30,ServicerD,SystemB,2024-06-15,0
LN001712,3,165623.13,Current,0,ServicerE,SystemB,2024-06-15,0
LN002552,3,184719.83,Current,0,ServicerA,SystemB,2024-06-15,0
LN000823,3,,90DPD,0,ServicerA,SystemB,2024-06-15,1
LN001637,15,431096.2,Current,0,ServicerC,SystemB,2024-06-15,0
LN000781,10,339350.13,Current,0,ServicerA,SystemB,2024-06-15,0
LN000794,3,222657.49,Prepaid,30,ServicerB,SystemB,2024-06-15,1
LN000161,16,353391.52,Current,0,ServicerA,SystemB,2024-06-15,0
LN002813,2,232636.18,Current,0,ServicerD,SystemB,2024-06-15,0
LN000245,9,149409.42,Current,0,ServicerC,SystemB,2024-06-15,0
LN000905,25,208000.1,Current,0,ServicerA,SystemB,2024-06-15,0
LN001477,17,74587.94,Current,0,ServicerA,SystemB,2024-06-15,0
LN001345,15,148154.75,Current,0,ServicerC,SystemB,2024-06-15,0
LN002894,5,331088.6458832398,Current,0,ServicerD,SystemB,2024-06-15,1
LN002670,6,113381.56,Current,0,ServicerD,SystemB,2024-06-15,0
LN002880,16,74782.44661307844,30DPD,30,ServicerE,SystemB,2024-06-15,1
LN001264,8,134176.87,Current,60,ServicerE,SystemB,2024-06-15,1
LN001276,1,503046.4728981729,Current,0,ServicerD,SystemB,2024-06-15,1
LN002612,8,113801.9,90DPD,90,ServicerA,SystemB,2024-06-15,0
LN001656,13,183023.36,Current,0,ServicerE,SystemB,2024-06-15,0
