loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,loan_term_months
LN000792,2023-04,180017,5.052,740-779,60-70,40-50,AL,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN000793,2023-02,161817,5.691,620-659,90-95,20-30,WA,Purchase,Primary,Condo,ServicerC,360
LN000794,2022-06,223266,5.451,740-779,70-80,20-30,MN,Purchase,Primary,Single_Family,ServicerB,360
LN000795,2022-10,268446,5.36,700-739,70-80,30-40,NJ,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN000796,2023-06,84863,4.61,780+,90-95,30-40,SC,Refinance_NoCashout,Investment,Townhouse,ServicerB,360
LN000797,2022-05,184270,4.5,780+,80-90,30-40,WI,Purchase,Second_Home,Multi_Family,ServicerB,360
LN000798,2022-05,126517,5.914,620-659,70-80,40-50,NJ,Purchase,Primary,Townhouse,ServicerC,360
LN000799,2022-06,225033,5.271,700-739,<60,<20,KY,Refinance_NoCashout,Primary,Townhouse,ServicerD,360
LN000800,2022-05,414918,5.02,740-779,70-80,20-30,PA,Purchase,Primary,Condo,ServicerB,360
LN000801,2022-03,182883,4.299,780+,<60,20-30,TN,Refinance_NoCashout,Investment,Condo,ServicerA,360
LN000802,2022-01,194292,4.976,740-779,80-90,40-50,OK,Purchase,Primary,Single_Family,ServicerD,360
LN000803,2022-09,787633,5.038,740-779,70-80,<20,TN,Purchase,Primary,Townhouse,ServicerD,180
LN000804,2023-08,181692,4.788,740-779,80-90,40-50,PA,Purchase,Second_Home,Condo,ServicerB,360
LN000805,2022-05,217359,5.175,700-739,90-95,30-40,IL,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN000806,2023-08,98864,5.394,700-739,80-90,20-30,IL,Refinance_NoCashout,Investment,Single_Family,ServicerB,360
LN000807,2023-01,146739,4.258,780+,70-80,30-40,UT,Purchase,Primary,Single_Family,ServicerC,360
LN000808,2022-12,260919,5.93,620-659,90-95,40-50,WA,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN000809,2023-11,190560,6.083,660-699,60-70,>50,FL,Purchase,Primary,Multi_Family,ServicerA,360
LN000810,2023-01,89174,5.184,740-779,80-90,30-40,TN,Refinance_Cashout,Second_Home,Condo,ServicerB,180
LN000811,2023-08,66691,4.184,740-779,80-90,20-30,CT,Purchase,Primary,Single_Family,ServicerE,360
LN000812,2023-11,152802,4.729,740-779,90-95,30-40,AZ,Purchase,Investment,Single_Family,ServicerD,240
LN000813,2022-01,157128,4.762,700-739,60-70,30-40,MI,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN000814,2023-03,248758,5.77,700-739,80-90,<20,MA,Purchase,Second_Home,Condo,ServicerE,360
LN000815,2023-04,112211,5.45,700-739,80-90,<20,AZ,Purchase,Primary,Condo,ServicerD,240
LN000816,2023-09,329192,5.601,620-659,80-90,30-40,IL,Refinance_Cashout,Primary,Condo,ServicerE,360
LN000817,2022-05,331606,4.447,780+,80-90,20-30,LA,Purchase,Investment,Single_Family,ServicerA,360
LN000818,2022-06,362530,5.817,700-739,<60,30-40,TN,Purchase,Primary,Single_Family,ServicerA,240
LN000819,2022-01,190158,4.793,780+,<60,20-30,WI,Purchase,Primary,Condo,ServicerD,360
LN000820,2023-03,338685,5.103,780+,60-70,20-30,CT,Refinance_Cashout,Primary,Single_Family,ServicerB,240
LN000821,2022-07,152254,4.616,780+,>95,<20,MA,Refinance_Cashout,Investment,Single_Family,ServicerD,360
LN000822,2023-03,153878,6.222,620-659,60-70,30-40,UT,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN000823,2023-03,208551,4.432,780+,60-70,<20,IL,Refinance_NoCashout,Primary,Single_Family,ServicerA,180
LN000824,2023-05,249975,5.516,740-779,70-80,<20,TX,Purchase,Primary,Single_Family,ServicerC,360
LN000825,2022-06,136386,5.363,700-739,70-80,<20,PA,Refinance_Cashout,Primary,Townhouse,ServicerB,360
LN000826,2022-10,146046,6.404,<620,60-70,<20,CA,Refinance_NoCashout,Primary,Condo,ServicerB,360
LN000827,2023-07,159406,4.498,780+,>95,20-30,NY,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN000828,2022-02,209016,5.358,700-739,70-80,40-50,NC,Refinance_Cashout,Primary,Condo,ServicerE,360
LN000829,2023-02,418145,5.184,740-779,90-95,40-50,AZ,Refinance_NoCashout,Second_Home,Single_Family,ServicerC,240
LN000830,2022-05,118479,6.507,620-659,70-80,20-30,NC,Purchase,Primary,Single_Family,ServicerD,360
LN000831,2022-11,127040,4.137,780+,80-90,<20,IN,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN000832,2022-04,80711,4.626,780+,60-70,30-40,AL,Purchase,Primary,Single_Family,ServicerB,360
LN000833,2023-03,268291,6.068,660-699,90-95,40-50,IN,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN000834,2022-08,260423,5.307,700-739,60-70,20-30,IL,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN000835,2023-07,101765,5.041,780+,90-95,>50,MO,Purchase,Investment,Townhouse,ServicerE,360
LN000836,2023-06,204552,4.641,660-699,70-80,30-40,OR,Refinance_NoCashout,Primary,Multi_Family,ServicerC,360
LN000837,2022-05,181172,6.145,<620,80-90,<20,NJ,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN000838,2022-01,137366,6.175,620-659,60-70,30-40,PA,Refinance_NoCashout,Primary,Townhouse,ServicerA,360
LN000839,2023-12,173784,5.963,620-659,60-70,30-40,NC,Refinance_NoCashout,Primary,Single_Family,ServicerE,240
LN000840,2023-07,165368,4.705,780+,80-90,<20,VA,Purchase,Primary,Condo,ServicerD,360
LN000841,2023-02,202420,6.377,<620,90-95,<20,TX,Purchase,Primary,Condo,ServicerD,360
LN000842,2023-08,101049,6.402,<620,70-80,20-30,WI,Refinance_NoCashout,Primary,Townhouse,ServicerA,360
LN000843,2023-05,164987,5.531,660-699,70-80,<20,CT,Purchase,Primary,Multi_Family,ServicerB,360
LN000844,2023-05,100508,4.861,780+,60-70,20-30,NJ,Purchase,Primary,Single_Family,ServicerB,360
LN000845,2023-03,152251,5.157,700-739,70-80,30-40,OK,Purchase,Primary,Single_Family,ServicerD,360
LN000846,2023-05,93969,5.317,700-739,80-90,>50,AZ,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN000847,2023-12,277386,4.144,780+,60-70,<20,WI,Purchase,Primary,Townhouse,ServicerA,360
LN000848,2022-12,246740,6.666,<620,80-90,20-30,CO,Refinance_Cashout,Primary,Multi_Family,ServicerD,360
LN000849,2022-12,79862,4.243,740-779,80-90,<20,UT,Refinance_Cashout,Primary,Single_Family,ServicerB,240
LN000850,2023-11,203369,6.125,660-699,>95,30-40,TN,Refinance_NoCashout,Primary,Single_Family,ServicerD,180
LN000851,2022-02,321185,4.367,780+,80-90,30-40,MI,Refinance_NoCashout,Primary,Condo,ServicerD,240
LN000852,2023-10,215163,6.632,<620,70-80,40-50,UT,Purchase,Primary,Multi_Family,ServicerA,360
LN000853,2023-09,329861,4.956,780+,80-90,40-50,MA,Purchase,Primary,Single_Family,ServicerA,360
LN000854,2023-09,166770,6.443,<620,70-80,30-40,CO,Refinance_NoCashout,Second_Home,Condo,ServicerA,360
LN000855,2022-10,259287,5.027,740-779,70-80,>50,LA,Refinance_Cashout,Second_Home,Townhouse,ServicerD,180
LN000856,2023-04,290899,5.67,660-699,>95,20-30,FL,Purchase,Investment,Condo,ServicerE,180
LN000857,2022-09,111462,6.529,620-659,60-70,20-30,CA,Purchase,Primary,Multi_Family,ServicerA,360
LN000858,2022-12,345031,5.689,700-739,>95,40-50,FL,Refinance_Cashout,Investment,Single_Family,ServicerC,360
LN000859,2023-09,97893,5.08,780+,70-80,40-50,NC,Refinance_Cashout,Primary,Single_Family,ServicerB,240
LN000860,2022-02,399777,4.893,740-779,80-90,30-40,MI,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN000861,2022-12,226584,5.79,620-659,60-70,<20,MO,Refinance_Cashout,Primary,Condo,ServicerE,360
LN000862,2022-10,183498,6.238,660-699,60-70,30-40,NY,Refinance_Cashout,Investment,Single_Family,ServicerE,360
LN000863,2023-01,310215,5.281,740-779,80-90,30-40,MI,Purchase,Investment,Single_Family,ServicerE,360
LN000864,2023-08,73284,5.6,700-739,90-95,20-30,MA,Refinance_NoCashout,Primary,Multi_Family,ServicerD,360
LN000865,2023-09,260118,4.671,780+,>95,20-30,OH,Purchase,Primary,Single_Family,ServicerD,360
LN000866,2022-01,171558,4.755,740-779,70-80,30-40,CA,Purchase,Investment,Single_Family,ServicerA,180
LN000867,2023-05,390315,5.305,740-779,60-70,30-40,NY,Purchase,Primary,Multi_Family,ServicerB,360
LN000868,2022-02,353687,5.175,700-739,60-70,20-30,OK,Refinance_NoCashout,Primary,Condo,ServicerB,360
LN000869,2022-12,181670,5.611,700-739,60-70,20-30,VA,Purchase,Primary,Multi_Family,ServicerD,360
LN000870,2022-03,113005,5.408,700-739,90-95,<20,MA,Purchase,Investment,Townhouse,ServicerA,360
LN000871,2023-12,147487,4.697,700-739,90-95,30-40,CT,Purchase,Primary,Single_Family,ServicerC,360
LN000872,2022-07,287320,5.371,660-699,70-80,20-30,GA,Purchase,Primary,Townhouse,ServicerE,360
LN000873,2023-04,209323,5.73,660-699,80-90,>50,WA,Purchase,Primary,Multi_Family,ServicerA,360
LN000874,2022-01,118824,6.566,620-659,>95,20-30,AL,Purchase,Second_Home,Multi_Family,ServicerA,360
LN000875,2023-07,218086,5.824,660-699,<60,40-50,SC,Purchase,Primary,Condo,ServicerA,360
LN000876,2023-04,662425,5.711,660-699,70-80,<20,CT,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN000877,2023-03,368284,5.868,660-699,70-80,30-40,PA,Refinance_Cashout,Investment,Single_Family,ServicerB,360
LN000878,2022-10,124228,6.002,620-659,80-90,40-50,UT,Refinance_Cashout,Investment,Multi_Family,ServicerB,180
LN000879,2023-09,246285,5.283,740-779,>95,30-40,CO,Purchase,Primary,Multi_Family,ServicerE,360
LN000880,2022-06,337696,5.448,700-739,60-70,30-40,UT,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN000881,2022-10,507405,4.815,740-779,<60,20-30,MN,Refinance_Cashout,Primary,Townhouse,ServicerE,360
LN000882,2022-03,151064,4.764,700-739,<60,30-40,GA,Purchase,Primary,Single_Family,ServicerD,240
LN000883,2023-02,131429,5.348,700-739,60-70,>50,CT,Purchase,Primary,Single_Family,ServicerD,180
LN000884,2022-08,128472,5.58,700-739,80-90,30-40,CO,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN000885,2022-10,118786,5.041,740-779,90-95,20-30,WI,Purchase,Primary,Townhouse,ServicerB,240
LN000886,2023-06,181855,4.994,700-739,70-80,40-50,MD,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN000887,2023-06,267789,6.025,660-699,>95,30-40,SC,Purchase,Primary,Single_Family,ServicerB,360
LN000888,2022-01,210133,4.96,740-779,90-95,40-50,GA,Purchase,Primary,Multi_Family,ServicerC,240
LN000889,2023-02,128202,4.641,780+,60-70,20-30,NJ,Refinance_Cashout,Investment,Single_Family,ServicerC,360
LN000890,2023-09,360564,4.881,740-779,60-70,<20,OR,Refinance_Cashout,Primary,Condo,ServicerB,360
LN000891,2023-05,145580,4.67,780+,90-95,30-40,WA,Refinance_Cashout,Primary,Condo,ServicerC,360
LN000892,2023-06,586877,5.392,740-779,80-90,20-30,NY,Refinance_NoCashout,Investment,Condo,ServicerE,360
LN000893,2022-10,124086,5.214,700-739,>95,<20,WA,Refinance_Cashout,Second_Home,Single_Family,ServicerB,360
LN000894,2022-06,378630,4.473,740-779,70-80,20-30,CO,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN000895,2023-07,132103,5.735,620-659,80-90,>50,MA,Purchase,Primary,Single_Family,ServicerD,240
LN000896,2022-10,183048,4.715,780+,70-80,40-50,NJ,Purchase,Primary,Single_Family,ServicerD,360
LN000897,2023-03,380275,4.452,780+,<60,20-30,OH,Purchase,Primary,Condo,ServicerB,240
LN000898,2023-02,138628,5.616,620-659,<60,<20,CO,Refinance_Cashout,Second_Home,Single_Family,ServicerE,360
LN000899,2023-06,194974,5.36,660-699,>95,30-40,UT,Refinance_Cashout,Investment,Multi_Family,ServicerD,360
LN000900,2022-11,105387,4.448,780+,80-90,<20,CT,Purchase,Investment,Single_Family,ServicerC,360
LN000901,2023-05,141061,5.299,700-739,60-70,30-40,CO,Refinance_Cashout,Primary,Condo,ServicerA,360
LN000902,2022-04,124054,4.866,740-779,60-70,>50,GA,Purchase,Primary,Multi_Family,ServicerE,180
LN000903,2023-04,133071,5.322,700-739,<60,30-40,TN,Purchase,Primary,Condo,ServicerE,360
LN000904,2022-08,97958,3.938,780+,70-80,40-50,MA,Purchase,Investment,Multi_Family,ServicerB,360
LN000905,2022-11,214786,5.055,700-739,70-80,30-40,TN,Refinance_NoCashout,Primary,Condo,ServicerA,180
LN000906,2023-04,142872,6.436,<620,70-80,30-40,IL,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN000907,2023-04,213828,5.185,700-739,60-70,40-50,WI,Refinance_Cashout,Primary,Condo,ServicerA,180
LN000908,2022-03,70661,5.901,620-659,80-90,<20,IN,Purchase,Primary,Townhouse,ServicerE,360
LN000909,2023-08,308268,5.754,660-699,80-90,40-50,AZ,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN000910,2022-06,311356,5.733,660-699,80-90,30-40,PA,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN000911,2023-11,129141,5.588,700-739,>95,20-30,OR,Purchase,Primary,Single_Family,ServicerD,180
LN000912,2023-05,102273,5.496,700-739,80-90,20-30,FL,Refinance_Cashout,Second_Home,Condo,ServicerE,360
LN000913,2022-06,551271,4.044,780+,80-90,40-50,MN,Refinance_Cashout,Primary,Condo,ServicerB,360
LN000914,2023-04,289086,5.632,660-699,80-90,<20,MD,Refinance_NoCashout,Primary,Single_Family,ServicerA,240
LN000915,2023-01,121846,5.176,700-739,90-95,40-50,FL,Purchase,Investment,Single_Family,ServicerC,360
LN000916,2022-09,382095,5.316,660-699,90-95,<20,SC,Refinance_NoCashout,Investment,Townhouse,ServicerC,360
LN000917,2022-07,371453,5.124,780+,80-90,20-30,GA,Purchase,Primary,Condo,ServicerD,180
LN000918,2023-11,97063,6.222,660-699,60-70,<20,CT,Purchase,Primary,Single_Family,ServicerA,360
LN000919,2022-05,142058,6.84,<620,80-90,20-30,FL,Purchase,Primary,Single_Family,ServicerA,360
LN000920,2022-01,259115,5.574,660-699,60-70,40-50,NC,Refinance_Cashout,Second_Home,Single_Family,ServicerA,360
LN000921,2023-09,281160,5.994,<620,70-80,20-30,FL,Refinance_Cashout,Investment,Single_Family,ServicerA,360
LN000922,2022-08,172384,5.18,740-779,60-70,20-30,MD,Purchase,Primary,Multi_Family,ServicerB,180
LN000923,2022-05,272992,4.451,700-739,<60,20-30,NC,Purchase,Primary,Condo,ServicerC,360
LN000924,2022-01,154490,4.876,740-779,90-95,40-50,AL,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN000925,2023-03,187486,5.383,740-779,80-90,<20,MA,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN000926,2023-12,87251,5.208,740-779,80-90,<20,GA,Refinance_Cashout,Primary,Townhouse,ServicerA,180
LN000927,2022-03,185260,4.695,740-779,80-90,40-50,VA,Purchase,Primary,Condo,ServicerD,240
LN000928,2023-03,273143,5.337,660-699,>95,20-30,VA,Purchase,Primary,Condo,ServicerE,240
LN000929,2022-01,165372,6.962,<620,70-80,<20,TX,Purchase,Investment,Condo,ServicerD,180
LN000930,2022-01,256435,4.917,740-779,70-80,20-30,AZ,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN000931,2022-01,84649,4.358,780+,90-95,>50,PA,Purchase,Investment,Single_Family,ServicerB,360
LN000932,2023-05,435821,5.195,740-779,60-70,30-40,TN,Purchase,Primary,Single_Family,ServicerA,360
LN000933,2023-09,99459,5.369,700-739,60-70,20-30,MO,Refinance_NoCashout,Primary,Single_Family,ServicerC,180
LN000934,2023-07,506370,5.261,740-779,70-80,20-30,GA,Refinance_Cashout,Primary,Single_Family,ServicerA,240
LN000935,2023-01,258897,4.966,700-739,<60,>50,MO,Refinance_NoCashout,Primary,Multi_Family,ServicerA,180
LN000936,2023-11,320377,4.514,740-779,60-70,20-30,LA,Refinance_NoCashout,Primary,Single_Family,ServicerE,180
LN000937,2022-06,61870,5.976,700-739,70-80,20-30,IN,Purchase,Investment,Condo,ServicerD,360
LN000938,2022-01,134957,4.581,780+,80-90,40-50,CA,Refinance_Cashout,Investment,Single_Family,ServicerB,360
LN000939,2022-05,245795,5.134,700-739,80-90,30-40,TN,Refinance_NoCashout,Primary,Condo,ServicerB,360
LN000940,2022-06,71551,5.797,660-699,70-80,30-40,GA,Refinance_NoCashout,Primary,Single_Family,ServicerC,180
LN000941,2023-03,320744,5.969,620-659,>95,30-40,AZ,Purchase,Primary,Single_Family,ServicerC,240
LN000942,2022-06,139973,5.638,660-699,70-80,20-30,OR,Refinance_NoCashout,Primary,Townhouse,ServicerB,360
LN000943,2023-02,250164,6.472,<620,90-95,20-30,UT,Refinance_NoCashout,Second_Home,Single_Family,ServicerA,360
LN000944,2023-03,639216,4.521,740-779,60-70,20-30,MA,Refinance_Cashout,Primary,Multi_Family,ServicerD,180
LN000945,2022-01,322712,5.552,660-699,80-90,20-30,CO,Refinance_NoCashout,Primary,Condo,ServicerA,180
LN000946,2023-01,174474,5.034,740-779,60-70,<20,MN,Refinance_NoCashout,Primary,Condo,ServicerD,360
LN000947,2023-12,333036,5.054,740-779,70-80,20-30,MD,Purchase,Primary,Single_Family,ServicerB,360
LN000948,2023-06,359102,6.039,660-699,70-80,30-40,IL,Purchase,Primary,Single_Family,ServicerB,360
LN000949,2022-10,178863,6.063,620-659,70-80,30-40,FL,Refinance_NoCashout,Primary,Condo,ServicerA,360
LN000950,2022-12,79833,5.121,740-779,60-70,20-30,GA,Purchase,Primary,Multi_Family,ServicerA,360
LN000951,2022-04,241211,4.498,740-779,80-90,40-50,WI,Refinance_NoCashout,Investment,Condo,ServicerE,360
LN000952,2022-08,93836,6.298,<620,70-80,30-40,IN,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN000953,2023-12,102675,6.368,<620,<60,30-40,AZ,Purchase,Primary,Condo,ServicerA,360
LN000954,2023-08,158762,5.553,700-739,90-95,<20,OR,Purchase,Investment,Single_Family,ServicerB,360
LN000955,2022-03,84085,4.424,780+,70-80,40-50,GA,Purchase,Primary,Condo,ServicerC,360
LN000956,2023-12,263488,5.931,620-659,>95,30-40,OH,Refinance_NoCashout,Primary,Single_Family,ServicerD,180
LN000957,2023-05,257111,6.124,620-659,80-90,40-50,KY,Purchase,Primary,Multi_Family,ServicerE,360
LN000958,2022-11,300367,4.754,740-779,80-90,20-30,CT,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN000959,2022-08,251870,4.434,780+,<60,20-30,NC,Purchase,Primary,Single_Family,ServicerC,180
LN000960,2022-02,530049,6.282,620-659,70-80,<20,NY,Purchase,Investment,Single_Family,ServicerC,360
LN000961,2022-12,96355,5.271,700-739,60-70,30-40,OR,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN000962,2022-05,87291,6.207,<620,<60,20-30,OK,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN000963,2022-09,166508,5.528,700-739,90-95,20-30,CA,Purchase,Primary,Single_Family,ServicerC,360
LN000964,2023-09,294578,4.886,740-779,90-95,<20,OK,Refinance_NoCashout,Primary,Single_Family,ServicerD,180
LN000965,2023-05,164090,4.26,740-779,70-80,30-40,KY,Purchase,Primary,Single_Family,ServicerB,360
LN000966,2023-12,134435,6.438,660-699,60-70,>50,NJ,Refinance_Cashout,Primary,Multi_Family,ServicerB,360
LN000967,2022-03,167712,5.223,700-739,90-95,30-40,TN,Refinance_Cashout,Primary,Single_Family,ServicerC,240
LN000968,2023-12,118227,5.694,660-699,<60,20-30,GA,Refinance_Cashout,Primary,Condo,ServicerC,180
LN000969,2022-01,394961,5.117,740-779,90-95,30-40,SC,Refinance_Cashout,Primary,Single_Family,ServicerD,180
LN000970,2022-03,217105,5.245,700-739,90-95,20-30,NJ,Purchase,Second_Home,Single_Family,ServicerC,360
LN000971,2022-09,85391,5.227,660-699,<60,20-30,IN,Purchase,Primary,Single_Family,ServicerD,360
LN000972,2022-01,180056,4.15,780+,>95,20-30,AL,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN000973,2023-10,257310,4.286,780+,<60,20-30,NY,Purchase,Second_Home,Single_Family,ServicerC,360
LN000974,2022-06,371880,5.328,700-739,70-80,20-30,KY,Refinance_Cashout,Primary,Multi_Family,ServicerD,360
LN000975,2023-05,188869,5.456,700-739,>95,20-30,PA,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN000976,2023-02,133218,5.803,660-699,<60,30-40,KY,Refinance_NoCashout,Primary,Condo,ServicerC,360
LN000977,2023-03,289096,5.207,780+,80-90,30-40,PA,Purchase,Primary,Condo,ServicerA,360
LN000978,2022-06,178144,4.435,740-779,70-80,30-40,MN,Refinance_NoCashout,Primary,Single_Family,ServicerE,240
LN000979,2023-02,186116,6.117,<620,60-70,20-30,SC,Refinance_NoCashout,Primary,Single_Family,ServicerB,240
LN000980,2023-04,178890,4.992,700-739,>95,20-30,OK,Refinance_NoCashout,Primary,Multi_Family,ServicerA,360
LN000981,2022-10,184396,4.977,700-739,80-90,20-30,VA,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN000982,2023-07,165486,5.209,740-779,80-90,30-40,MA,Purchase,Primary,Single_Family,ServicerD,360
LN000983,2022-06,190718,5.459,700-739,70-80,>50,IN,Purchase,Primary,Townhouse,ServicerA,360
LN000984,2022-09,219147,5.55,700-739,<60,30-40,GA,Refinance_NoCashout,Second_Home,Single_Family,ServicerA,360
LN000985,2023-04,290725,6.406,620-659,60-70,30-40,WA,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN000986,2023-03,83226,4.884,740-779,>95,20-30,OK,Purchase,Primary,Townhouse,ServicerC,360
LN000987,2023-05,192949,5.68,660-699,80-90,<20,MI,Refinance_NoCashout,Primary,Single_Family,ServicerB,180
LN000988,2022-09,339434,6.069,620-659,60-70,20-30,MN,Refinance_Cashout,Primary,Townhouse,ServicerC,360
LN000989,2022-11,161722,7.309,<620,80-90,20-30,TN,Purchase,Investment,Multi_Family,ServicerE,360
LN000990,2022-02,150692,6.011,660-699,>95,30-40,MI,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN000991,2022-07,182920,4.01,780+,90-95,20-30,KY,Purchase,Primary,Condo,ServicerC,360
LN000992,2023-05,193810,6.217,<620,80-90,20-30,WI,Purchase,Primary,Single_Family,ServicerD,360
LN000993,2022-06,329853,5.144,740-779,90-95,20-30,AZ,Purchase,Investment,Multi_Family,ServicerC,180
LN000994,2022-10,356460,5.285,700-739,70-80,30-40,AL,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN000995,2022-11,264935,5.603,700-739,>95,40-50,LA,Refinance_NoCashout,Primary,Single_Family,ServicerD,240
LN000996,2023-07,173769,5.029,740-779,90-95,30-40,MD,Refinance_NoCashout,Primary,Townhouse,ServicerB,360
LN000997,2022-04,394834,4.416,780+,60-70,<20,AZ,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN000998,2022-08,215336,5.689,700-739,>95,30-40,OR,Refinance_Cashout,Primary,Single_Family,ServicerB,240
LN000999,2023-06,266204,5.753,660-699,80-90,40-50,TN,Refinance_Cashout,Primary,Townhouse,ServicerE,240
LN001000,2023-08,152656,5.538,700-739,70-80,30-40,KY,Purchase,Investment,Single_Family,ServicerA,360
LN001001,2023-07,371805,5.448,660-699,<60,40-50,CT,Refinance_NoCashout,Primary,Condo,ServicerC,360
LN001002,2023-09,166214,5.291,740-779,70-80,>50,PA,Purchase,Primary,Townhouse,ServicerC,360
LN001003,2023-05,244047,5.088,700-739,70-80,<20,WA,Refinance_Cashout,Primary,Condo,ServicerC,360
LN001004,2022-04,481799,5.954,620-659,80-90,<20,UT,Purchase,Second_Home,Single_Family,ServicerE,360
LN001005,2022-06,332323,6.472,<620,90-95,30-40,CO,Purchase,Investment,Multi_Family,ServicerA,360
LN001006,2023-03,197200,6.578,620-659,90-95,<20,OH,Purchase,Primary,Multi_Family,ServicerA,360
LN001007,2023-07,100826,5.573,700-739,>95,30-40,CO,Purchase,Investment,Condo,ServicerB,240
LN001008,2023-12,313437,4.737,780+,80-90,30-40,NC,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN001009,2023-05,90653,5.138,740-779,>95,30-40,TN,Purchase,Primary,Condo,ServicerE,360
LN001010,2022-06,212534,5.939,620-659,70-80,20-30,LA,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN001011,2023-05,144663,5.079,740-779,60-70,30-40,NY,Purchase,Primary,Townhouse,ServicerA,240
LN001012,2022-02,331128,4.5,780+,80-90,30-40,SC,Purchase,Primary,Townhouse,ServicerC,360
LN001013,2023-08,83895,5.415,740-779,80-90,40-50,NC,Refinance_NoCashout,Primary,Single_Family,ServicerE,240
LN001014,2022-02,132176,6.094,620-659,70-80,30-40,AL,Refinance_NoCashout,Primary,Single_Family,ServicerB,240
LN001015,2023-05,154316,5.438,700-739,>95,30-40,PA,Purchase,Primary,Single_Family,ServicerE,360
LN001016,2023-05,354050,5.456,700-739,90-95,<20,NC,Purchase,Primary,Single_Family,ServicerC,360
LN001017,2023-12,187451,4.991,740-779,80-90,40-50,MO,Refinance_Cashout,Investment,Single_Family,ServicerA,360
LN001018,2022-10,181182,5.353,660-699,80-90,20-30,NJ,Purchase,Second_Home,Townhouse,ServicerE,360
LN001019,2023-01,173002,4.708,740-779,70-80,20-30,UT,Purchase,Primary,Single_Family,ServicerD,360
LN001020,2023-06,90697,4.255,780+,>95,20-30,MA,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN001021,2022-06,249981,4.58,740-779,90-95,<20,OR,Purchase,Primary,Townhouse,ServicerC,360
LN001022,2022-10,406238,5.34,700-739,70-80,30-40,SC,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN001023,2022-05,120559,4.835,740-779,80-90,>50,AL,Purchase,Investment,Townhouse,ServicerA,180
LN001024,2023-08,168876,5.537,700-739,<60,30-40,GA,Purchase,Primary,Multi_Family,ServicerD,360
LN001025,2022-10,61975,5.944,660-699,80-90,<20,CA,Purchase,Primary,Multi_Family,ServicerD,180
LN001026,2022-05,158331,4.856,700-739,70-80,30-40,PA,Refinance_Cashout,Primary,Townhouse,ServicerC,360
LN001027,2022-02,278905,5.295,740-779,70-80,<20,OR,Refinance_Cashout,Second_Home,Condo,ServicerA,240
LN001028,2023-07,230942,5.462,660-699,>95,30-40,LA,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN001029,2023-03,323373,4.759,780+,70-80,30-40,IL,Purchase,Second_Home,Single_Family,ServicerC,240
LN001030,2022-10,125282,5.326,660-699,<60,<20,IN,Refinance_Cashout,Primary,Townhouse,ServicerC,360
LN001031,2022-07,184197,5.59,700-739,60-70,30-40,CT,Refinance_NoCashout,Second_Home,Townhouse,ServicerA,360
LN001032,2023-10,120060,5.077,700-739,90-95,20-30,OH,Purchase,Investment,Single_Family,ServicerB,360
LN001033,2023-05,233146,6.115,660-699,90-95,<20,IN,Purchase,Primary,Single_Family,ServicerB,180
LN001034,2023-06,521276,6.66,<620,90-95,>50,CO,Refinance_Cashout,Primary,Multi_Family,ServicerA,360
